,PID,Prop Type,Status,Area,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip,MLS
1318954,786-689-43-84-00000,Single Family,CLOSD,52,3211 Mill Race RD,Shady Creek,Detached,3,2,7,"1,578","$74,000 ","$70,320 ",103,11/15/2013,23234,CVR
1506643,788-689-37-11-00000,Single Family,CLOSD,52,5310 Eustace DR,Dupont Square,Detached,3,1,6,"1,548","$74,900 ","$75,000 ",25,4/24/2015,23234,CVR
1228453,791-683-33-58-00000,Single Family,CLOSD,52,2421 Aberdeen RD,Bensley,Detached,4,2,9,"2,023","$74,900 ","$60,000 ",51,2/1/2013,23237,CVR
1228161,792-671-14-02-00000,Single Family,CLOSD,52,8930 Lawndale ST,None,Detached,4,2,9,"2,112","$74,900 ","$72,100 ",51,1/29/2013,23237,CVR
1130299,794-672-28-40-00000,Single Family,CLOSD,52,2421 Norcliff RD,Kingsland Heights,Detached,3,1.1,5,"1,125","$74,925 ","$55,000 ",30,2/6/2012,23237,CVR
2118607,786-68-93-10-600-086,Condo/Town,CLOSD,52,5226 Castlewood RD Unit#E,Tree Top Condominium,Condominium,2,1,4,858,"$74,950 ","$78,764 ",4,7/8/2021,23234,CVR
1616028,787-690-72-78-00000,Single Family,CLOSD,52,5018 Douglas AVE,Falling Creek,Detached,3,1,5,768,"$74,950 ","$63,998 ",14,6/7/2016,23234,CVR
1411779,791-656-80-37-00000,Single Family,CLOSD,52,3720 W Hundred RD,None,Detached,2,1,4,988,"$74,950 ","$65,000 ",16,6/3/2014,23831,CVR
1825934,787-69-19-77-200-000,Single Family,CLOSD,52,4906 Castlewood RD,Grindall Creek Park,Detached,4,1,8,"1,556","$75,000 ","$80,200 ",16,8/17/2018,23234,CVR
1701171,789-68-22-17-800-000,Single Family,CLOSD,52,6811 Strathmore CT,Glen Conner,Detached,3,1,5,"1,092","$75,000 ","$86,817 ",58,9/15/2017,23237,CVR
1215674,791-662-41-02-00000,Single Family,CLOSD,52,11007 Timonium DR,Mineola,Detached,3,2,5,"1,008","$75,000 ","$115,000 ",10,4/30/2013,23831,CVR
1129387,788-688-42-78-00000,Single Family,CLOSD,52,2920 Emblem DR,Ranch Acres,Detached,3,1,6,"1,200","$75,900 ","$77,000 ",35,3/17/2012,23234,CVR
1526959,795-665-98-59-00000,Single Family,CLOSD,52,10326 Ramona AVE,Halfway House Heights,Detached,4,2,7,"1,326","$75,905 ","$70,000 ",53,11/30/2015,23237,CVR
1326812,791-670-08-17-00000,Single Family,CLOSD,52,2936 KINGSDALE RD,Quail Oaks,Detached,2,1,6,953,"$76,000 ","$60,375 ",53,1/8/2014,23237,CVR
1521182,789-656-52-88-00000,Single Family,CLOSD,52,11651 Chester Station DR,Chester Station,Detached,3,2,6,"1,410","$76,500 ","$92,500 ",49,9/23/2015,23831,CVR
1205569,789-682-19-86-00000,Single Family,CLOSD,52,6801 Strathmore,Glen Conner,Detached,3,1,5,"1,144","$76,910 ","$43,001 ",53,5/22/2012,23237,CVR
1731750,786-68-93-10-600-071,Condo/Town,CLOSD,52,5222 Castlewood RD Unit#B,Tree Top Condominium,Condominium,3,1.1,5,"1,055","$78,000 ","$70,000 ",32,10/31/2017,23234,CVR
1516134,789-688-46-09-00000,Single Family,CLOSD,52,5609 Pat LN,Ranch Acres,Detached,3,2,6,"1,671","$78,000 ","$86,250 ",17,7/17/2015,23234,CVR
1214619,792-679-38-20-00000,Single Family,CLOSD,52,2525 Alcott RD,Patterson Park,Detached,3,1.1,5,"1,161","$78,000 ","$75,000 ",22,7/24/2012,23237,CVR
1416087,791-668-19-39-00000,Single Family,CLOSD,52,3006 Galena AVE,Quail Oaks,Detached,3,2,6,"1,352","$79,000 ","$79,799 ",7,7/1/2014,23237,CVR
1409651,788-691-92-59-00000,Single Family,CLOSD,52,2800 Pate AVE,Grindall Creek Park,Detached,2,1,5,792,"$79,000 ","$72,000 ",9,5/7/2014,23234,CVR
1225803,789-685-58-86-00000,Single Family,CLOSD,52,6106 Hudswell LN,Falling Creek Hills,Detached,4,1.1,11,"2,894","$79,150 ","$74,000 ",78,1/25/2013,23234,CVR
1716844,786-68-93-10-600-104,Condo/Town,CLOSD,52,5232 Castlewood RD Unit#B,Tree Top Condominium,Condominium,3,1.1,5,"1,057","$79,900 ","$71,000 ",44,7/25/2017,23234,CVR
1611006,791-68-27-50-300-000,Single Family,CLOSD,52,6912 Merriewood Ridge DR,None,Detached,4,1.1,7,"1,280","$79,900 ","$79,900 ",19,5/31/2016,23237,CVR
1527149,793-665-32-45-00000,Single Family,CLOSD,52,10136 Beaumont AVE,Central Park,Detached,3,1,5,864,"$79,900 ","$78,500 ",50,12/23/2015,23237,CVR
1501463,798-660-47-69-00000,Single Family,CLOSD,52,2318 Buena Vista BLVD,Normandale Terrace,Detached,3,1.1,5,"1,000","$79,900 ","$79,900 ",41,5/11/2015,23831,CVR
1431673,792-678-68-98-00000,Single Family,CLOSD,52,2511 Troycott PL,Patterson Park Resub,Detached,3,1.1,6,"1,161","$79,900 ","$68,500 ",6,12/19/2014,23237,CVR
1313378,789-685-52-68-00000,Single Family,CLOSD,52,2713 Gainford CIR,Falling Creek Hills,Detached,3,2,6,"1,300","$79,900 ","$85,000 ",17,7/16/2013,23234,CVR
1131705,786-671-91-21-00000,Single Family,CLOSD,52,8800 Firethorne LN,Kingsland Acres,Detached,3,1.1,5,"1,056","$79,900 ","$70,000 ",13,1/27/2012,23237,CVR
1500715,789-689-68-28-00000,Single Family,CLOSD,52,2708 Cogbill RD,Dupont Square,Detached,3,1,6,"1,209","$79,950 ","$74,500 ",193,8/6/2015,23234,CVR
1220527,787-684-81-58-00000,Single Family,CLOSD,52,6301 Strathmore RD,Falling Creek Villa Sites,Detached,2,1,4,960,"$79,950 ","$74,950 ",187,3/29/2013,23234,CVR
1639165,785-69-33-26-500-000,Single Family,CLOSD,52,4705 Falling Creek CIR,Ampthill Heights,Detached,3,1.1,5,"1,008","$80,000 ","$77,000 ",73,3/10/2017,23234,CVR
1513331,788-682-83-33-00000,Single Family,CLOSD,52,2907 W Strathmore RD,Sherbourne Heights,Detached,3,1,6,"1,238","$80,000 ","$69,000 ",22,6/16/2015,23237,CVR
1506956,788-682-91-83-00000,Single Family,CLOSD,52,6807 Wentworth ST,None,Detached,3,1,5,"1,092","$80,000 ","$72,984 ",48,6/9/2015,23237,CVR
1417552,790-671-67-45-00000,Single Family,CLOSD,52,8924 Clovis ST,Crescent Park,Detached,2,1,4,720,"$80,000 ","$76,000 ",9,8/1/2014,23237,CVR
1408592,788-692-97-26-00000,Single Family,CLOSD,52,4806 Oriole AVE,Grindall Creek Park,Detached,2,1,5,852,"$80,000 ","$80,000 ",11,6/6/2014,23234,CVR
1219377,788-685-54-70-00000,Single Family,CLOSD,52,6120 Strathcona ST,Falling Creek Hills,Detached,3,1.1,7,"1,404","$80,000 ","$70,000 ",4,9/18/2012,23234,CVR
1206225,787-670-14-25-00000,Single Family,CLOSD,52,8907 Firethorne LN,Squarefield Park,Detached,3,2,5,"1,088","$80,000 ","$80,000 ",167,11/2/2012,23237,CVR
1627483,798-66-03-98-100-000,Single Family,CLOSD,52,2313 Seminole AVE,Normandale Terrace,Detached,3,2,6,"1,279","$80,100 ","$75,299 ",21,9/28/2016,23831,CVR
1324973,789-685-22-37-00000,Single Family,CLOSD,52,2743 Gainford CIR,Falling Creek Hills,Detached,4,2,8,"2,288","$81,000 ","$79,000 ",9,10/24/2013,23234,CVR
1304536,786-670-93-46-00000,Single Family,CLOSD,52,8854 Firethorne LN,Squarefield Park,Detached,4,2,6,"1,296","$81,000 ","$81,500 ",109,9/20/2013,23237,CVR
1430951,791-666-83-56-00000,Single Family,CLOSD,52,3007 Rushton RD,Quail Oaks,Detached,4,2,6,"1,376","$81,100 ","$76,299 ",15,12/16/2014,23237,CVR
2208118,786-68-93-10-600-068,Condo/Town,CLOSD,52,5220 Castlewood RD Unit#F,Tree Top Condominium,Condominium,2,1,4,859,"$82,000 ","$100,000 ",6,5/10/2022,23234,CVR
1526814,788-682-63-46-00000,Single Family,CLOSD,52,2918 W Strathmore RD,Sherbourne Heights,Detached,4,1,7,"1,237","$82,000 ","$58,000 ",15,10/26/2015,23237,CVR
1504789,793-668-26-21-00000,Single Family,CLOSD,52,2716 Perlock RD,Quail Oaks,Detached,3,1.1,7,"1,224","$82,000 ","$85,000 ",232,4/18/2016,23237,CVR
1310659,792-667-08-63-00000,Single Family,CLOSD,52,2918 Perlock RD,Quail Oaks,Detached,3,1,6,"1,352","$82,000 ","$82,500 ",18,7/19/2013,23237,CVR
1525999,794-660-19-43-00000,Single Family,CLOSD,52,3200 Castlebury DR,Cameron Run,Detached,3,2,5,"1,045","$82,400 ","$85,300 ",23,12/22/2015,23831,CVR
1817486,788-68-99-96-500-000,Single Family,CLOSD,52,2801 Goolsby AVE,Dupont Square,Detached,3,2,7,"1,708","$82,500 ","$85,200 ",9,6/22/2018,23234,CVR
1506110,788-683-06-16-00000,Single Family,CLOSD,52,3007 Brentwood CIR,Sherbourne Heights,Detached,4,2,7,"1,237","$82,500 ","$68,000 ",9,4/17/2015,23237,CVR
1919467,796-66-52-83-200-000,Single Family,CLOSD,52,10355 Ramona AVE,Halfway House Heights,Attached,3,1,6,"1,350","$83,000 ","$67,000 ",2,6/28/2019,23237,CVR
1414400,789-686-63-25-00000,Single Family,CLOSD,52,6031 Hudswell LN,Falling Creek Hills,Detached,3,1.1,6,"1,247","$83,700 ","$86,000 ",30,7/18/2014,23234,CVR
1739480,794-666-37-87-00000,Single Family,CLOSD,52,2621 General BLVD,Central Park,Detached,2,1,6,"1,231","$84,500 ","$75,000 ",96,3/23/2018,23237,CVR
1720371,788-68-33-61-300-000,Single Family,CLOSD,52,2967 Brentwood CIR,Sherbourne Heights,Detached,4,1,8,"1,413","$84,900 ","$76,660 ",35,10/23/2017,23237,CVR
1628070,786-67-29-10-400-000,Single Family,CLOSD,52,8618 Firethorne LN,Kingsland Acres,Detached,3,1,5,"1,056","$84,900 ","$79,900 ",73,11/23/2016,23237,CVR
1505102,792-666-43-96-00000,Single Family,CLOSD,52,9819 Gaffney CT,Quail Oaks,Detached,3,2,5,"2,080","$84,900 ","$73,500 ",153,9/11/2015,23237,CVR
1414279,791-666-86-41-00000,Single Family,CLOSD,52,3018 Kenova DR,Quail Oaks,Detached,3,1,6,"1,040","$84,900 ","$75,000 ",51,8/21/2014,23237,CVR
1130576,788-683-61-46-00000,Single Family,CLOSD,52,2913 Sherbourne RD,Sherbourne Heights,Detached,3,2.1,7,"1,508","$84,900 ","$77,500 ",111,5/4/2012,23237,CVR
1410586,792-668-20-23-00000,Single Family,CLOSD,52,2901 Galena AVE,Quail Oaks,Detached,3,1,5,"1,040","$84,950 ","$75,000 ",187,11/12/2014,23237,CVR
1215764,787-682-81-87-00000,Single Family,CLOSD,52,6752 Strathmore RD,Sherbourne Heights,Detached,3,1.1,6,"1,609","$84,950 ","$81,500 ",18,10/5/2012,23237,CVR
1625811,788-68-98-44-800-000,Single Family,CLOSD,52,2812 Brampton WAY,Dupont Square,Detached,2,1,5,886,"$85,000 ","$85,000 ",264,6/28/2017,23234,CVR
1504546,792-668-20-12-00000,Single Family,CLOSD,52,9508 Kerwin RD,Quail Oaks,Detached,3,1,6,"1,040","$85,000 ","$84,500 ",16,4/15/2015,23237,CVR
1416005,785-689-91-67-00000,Single Family,CLOSD,52,3221 Shady Creek RD,Shady Creek,Detached,3,1.1,5,"1,098","$85,000 ","$80,000 ",20,8/19/2014,23234,CVR
1326017,789-685-43-78-00000,Single Family,CLOSD,52,2707 GAINFORD CIR,Falling Creek Hills,Detached,3,2,5,"1,200","$85,000 ","$78,000 ",14,11/13/2013,23234,CVR
1315674,785-692-12-25-00000,Single Family,CLOSD,52,3142 Grahamwood DR,Falling Creek Court,Detached,3,1.1,6,"1,275","$85,000 ","$79,950 ",112,11/7/2013,23234,CVR
1219052,791-680-94-54-00000,Single Family,CLOSD,52,2541 Gwynn AVE,Patterson Park,Detached,3,2,7,"2,511","$85,000 ","$70,000 ",42,9/25/2012,23237,CVR
1207173,788-672-95-69-00000,Single Family,CLOSD,52,3309 Kingsland RD,None,Detached,3,1,5,"1,104","$85,000 ","$77,755 ",240,12/28/2012,23237,CVR
1205302,788-685-88-62-00000,Single Family,CLOSD,52,2909 Beckwith RD,Falling Creek Hills,Detached,3,1,5,"1,000","$85,000 ","$70,000 ",35,5/18/2012,23234,CVR
1405843,787-664-54-29-00000,Single Family,CLOSD,52,4102 Hilltop Farms TER,Hilltop Farms,Detached,3,2,6,"1,214","$85,500 ","$106,549 ",6,7/10/2014,23831,CVR
1617557,791-68-38-15-400-000,Single Family,CLOSD,52,2409 Aberdeen RD,Bensley,Detached,2,2,5,"1,442","$85,680 ","$55,000 ",213,2/16/2017,23237,CVR
1406834,793-665-56-86-00000,Single Family,CLOSD,52,10112 Brandywine AVE,Central Park,Detached,2,1,5,"1,084","$85,750 ","$85,800 ",0,4/18/2014,23237,CVR
1600242,795-665-86-53-00000 & 795-66-58-45-800-000,Single Family,CLOSD,52,10321/10325 Elokomin AVE,Halfway House Heights,Detached,2,1,5,991,"$85,900 ","$75,000 ",112,6/7/2016,23237,CVR
1125301,796-658-96-13-00000,Condo/Town,CLOSD,52,2716 Goyne LOOP Unit#0,Westchester Townhouses,Townhouse,2,1.1,4,"1,280","$85,900 ","$79,794 ",116,3/23/2012,23831,CVR
1106834,785-692-07-16-00000,Single Family,CLOSD,52,3136 Grahamwood DR,Falling Creek Court,Detached,3,1.1,6,"1,275","$86,500 ","$95,000 ",130,1/17/2012,23234,CVR
1424583,790-660-23-80-00000,Single Family,CLOSD,52,3730 Mineola DR,Mineola,Detached,3,2.1,7,"1,568","$87,000 ","$130,000 ",20,11/12/2014,23831,CVR
1229075,795-667-30-19-00000,Single Family,CLOSD,52,9941 Friend AVE,James Friend Prop,Detached,4,2.1,7,"1,628","$87,000 ","$84,400 ",246,8/28/2013,23237,CVR
1618602,792-680-51-20-00000,Single Family,CLOSD,52,2522 Elliham AVE,Patterson Park,Detached,3,1,5,952,"$87,500 ","$84,000 ",59,9/23/2016,23237,CVR
1410011,789-686-32-10-00000,Single Family,CLOSD,52,6041 Gainford RD,Falling Creek Hills,Detached,3,2,6,"1,250","$87,900 ","$82,050 ",29,5/21/2014,23234,CVR
1614516,788-69-20-30-300-000,Single Family,CLOSD,52,4818 Caldwell AVE,Grindall Creek Park,Detached,2,1,5,792,"$88,000 ","$84,000 ",77,8/29/2016,23234,CVR
2101065,787-68-59-21-000-000,Single Family,CLOSD,52,6209 Strathmore RD,Falling Creek Villa Sites,Detached,2,1,5,888,"$89,000 ","$100,000 ",6,3/5/2021,23234,CVR
1216315,789-682-19-86-00000,Single Family,CLOSD,52,6801 Strathmore CT,Glen Conner,Attached,3,1,5,"1,144","$89,000 ","$88,000 ",35,8/14/2012,23237,CVR
1208316,789-657-29-21-00000,Single Family,CLOSD,52,11625 Chester Station DR,Chester Station,Detached,3,1.1,6,"1,440","$89,000 ","$113,300 ",29,5/11/2012,23831,CVR
1204802,797-661-95-08-00000,Single Family,CLOSD,52,2312 Aspen AVE,Normandale Terrace,Detached,3,1,5,"1,075","$89,000 ","$86,100 ",20,4/23/2012,23831,CVR
1522194,798-660-41-25-00000,Single Family,CLOSD,52,2347 Buena Vista BLVD,Normandale Terrace,Detached,3,2,6,"1,211","$89,500 ","$105,000 ",17,10/5/2015,23831,CVR
1401689,797-659-85-95-00000,Single Family,CLOSD,52,2439 Buena Vista BLVD,Normandale Terrace,Detached,3,1,5,"1,008","$89,500 ","$85,000 ",70,5/16/2014,23831,CVR
1328642,788-690-75-75-00000,Single Family,CLOSD,52,2804 Falling Creek AVE,Chase J H,Detached,3,1,5,816,"$89,500 ","$80,000 ",215,8/28/2014,23234,CVR
1709989,788-68-67-90-200-000,Single Family,CLOSD,52,6014 Grinton RD,Falling Creek Hills,Detached,3,2,5,"1,056","$89,900 ","$101,000 ",11,5/15/2017,23234,CVR
1605093,792-67-06-26-800-000,Single Family,CLOSD,52,9210 Oak Lawn ST,Crescent Park,Detached,3,2,6,"1,025","$89,900 ","$91,000 ",42,5/19/2016,23237,CVR
1431925,792-680-19-16-00000,Single Family,CLOSD,52,2534 Elliham AVE,Patterson Park,Detached,4,1.1,7,"1,332","$89,900 ","$90,900 ",23,2/13/2015,23237,CVR
1419597,787-689-75-01-00000,Single Family,CLOSD,52,3000 Freedom LN,None,Detached,3,1,5,"1,170","$89,900 ","$82,000 ",77,10/28/2014,23234,CVR
1310996,790-683-10-86-00000,Single Family,CLOSD,52,6514 St George ST,Bensley,Detached,3,1.1,7,"1,503","$89,900 ","$80,000 ",2,6/14/2013,23237,CVR
1310819,790-668-87-38-00000,Single Family,CLOSD,52,3030 Galena AVE,Quail Oaks,Detached,4,1,7,"1,352","$89,900 ","$60,000 ",123,9/25/2013,23237,CVR
1229716,789-686-59-40-00000,Single Family,CLOSD,52,6019 Hudswell LN,Falling Creek Hills,Detached,4,2,9,"2,002","$89,900 ","$84,000 ",17,2/13/2013,23234,CVR
1206600,788-681-85-66-00000,Single Family,CLOSD,52,2801 Drewrys Bluff RD,None,Detached,3,1.1,6,"1,664","$89,900 ","$89,000 ",131,8/29/2012,23237,CVR
1117070,789-682-64-43-00000,Single Family,CLOSD,52,6925 Westwood ST,Glen Conner,Detached,3,1,5,"1,092","$89,950 ","$88,950 ",162,1/13/2012,23237,CVR
2205895,789-68-41-18-300-000,Single Family,CLOSD,52,2839 Stanwix LN,Bensley,Detached,3,1.1,8,"1,856","$90,000 ","$131,000 ",6,4/1/2022,23234,CVR
1819725,785-69-32-48-100-000,Single Family,CLOSD,52,4719 Falling Creek CIR,Ampthill Heights,Detached,3,1,7,"1,229","$90,000 ","$110,000 ",24,7/30/2018,23234,CVR
1810947,792-67-16-15-400-000,Single Family,CLOSD,52,9000 Perrymont RD,Crescent Park,Detached,2,1.1,6,816,"$90,000 ","$92,000 ",26,8/3/2018,23237,CVR
1702269,791-67-72-26-300-000,Single Family,CLOSD,52,2700 Congress RD,Rayon Park,Detached,3,1,6,"1,232","$90,000 ","$71,500 ",9,2/24/2017,23237,CVR
1421173,786-672-91-22-00000,Single Family,CLOSD,52,8606 Firethorne LN,Kingsland Acres,Detached,2,1,4,864,"$90,000 ","$90,500 ",14,9/19/2014,23237,CVR
1328662,785-690-74-39-00000,Single Family,CLOSD,52,5105 Whistling Well CT,Shady Creek,Detached,3,1.1,5,"1,026","$90,000 ","$85,000 ",3,1/28/2014,23234,CVR
1210142,794-660-14-95-00000,Single Family,CLOSD,52,3305 Walnut Cove CT,Cameron Run,Detached,3,2,5,"1,170","$90,000 ","$85,000 ",66,7/18/2012,23831,CVR
1504629,788-684-25-04-00000,Single Family,CLOSD,52,3000 Bensley RD,Wentworth Home Sites,Detached,3,2.1,6,"1,456","$90,900 ","$90,000 ",32,4/24/2015,23237,CVR
1635478,791-66-00-88-900-000,Single Family,CLOSD,52,3655 Mineola DR,Mineola,Detached,3,2,6,"1,117","$91,000 ","$121,000 ",21,1/17/2017,23831,CVR
1304962,791-678-86-92-00000,Single Family,CLOSD,52,2530 Troycott PL,Patterson Park Resub,Detached,3,2,6,"1,080","$92,000 ","$95,000 ",13,4/9/2013,23237,CVR
1128450,791-662-82-64-00000,Single Family,CLOSD,52,10901 Stilton DR,Mineola,Detached,3,1.1,5,"1,149","$92,000 ","$93,000 ",220,7/13/2012,23831,CVR
1200646,792-661-38-95-00000,Single Family,CLOSD,52,11011 Drayton RD,Chipcase At Mineola,Detached,3,2,6,"1,456","$92,400 ","$90,000 ",49,3/23/2012,23831,CVR
1432619,788-685-52-22-00000,Single Family,CLOSD,52,6206 Strathcona ST,Falling Creek Hills,Attached,3,1.1,9,"1,788","$92,500 ","$93,500 ",47,5/15/2015,23234,CVR
1407223,788-692-21-10-00000,Single Family,CLOSD,52,4813 Caldwell AVE,Grindall Creek Park,Detached,2,1,7,"1,188","$92,500 ","$90,000 ",141,9/12/2014,23234,CVR
1527111,789-692-26-12-00000,Single Family,CLOSD,52,4901 Oriole AVE,Grindall Creek Park,Detached,3,1,6,"1,022","$92,950 ","$92,000 ",147,4/1/2016,23234,CVR
1700679,798-66-09-24-300-000,Single Family,CLOSD,52,2315 Arcadia AVE,Normandale Terrace,Detached,3,2,6,"1,372","$93,000 ","$88,100 ",28,3/1/2017,23831,CVR
1132066,787-671-10-18-00000,Single Family,CLOSD,52,8801 Firethorne LN,Kingsland Acres,Detached,4,2,6,"1,296","$93,600 ","$63,648 ",16,2/15/2012,23237,CVR
1705900,789-69-12-16-200-000,Single Family,CLOSD,52,2702 Pate AVE,Grindall Creek Park,Detached,2,1,5,900,"$93,700 ","$85,000 ",99,7/11/2017,23234,CVR
1429664,791-667-95-74-00000,Single Family,CLOSD,52,2925 Woodworth RD,Quail Oaks,Detached,3,1,6,"1,040","$94,000 ","$89,700 ",23,12/5/2014,23237,CVR
1611300,790-67-77-16-900-000,Single Family,CLOSD,52,2740 Botone AVE,Rayon Park,Detached,2,1,5,"1,049","$94,900 ","$97,500 ",5,5/26/2016,23237,CVR
1521418,792-668-02-38-00000,Single Family,CLOSD,52,2912 Galena AVE,Quail Oaks,Detached,3,1,6,"1,040","$94,900 ","$94,900 ",32,9/15/2015,23237,CVR
1131346,787-664-46-20-00000,Single Family,CLOSD,52,4104 Hilltop Farms TER,Hilltop Farms,Detached,3,2,6,"1,642","$94,900 ","$90,000 ",30,2/7/2012,23831,CVR
1127372,790-668-58-93-00000,Single Family,CLOSD,52,3111 Kingsdale RD,Quail Oaks,Detached,4,3.1,9,"2,761","$94,900 ","$90,000 ",92,2/13/2012,23237,CVR
1818594,789-69-12-07-600-000,Single Family,CLOSD,52,2701 Addington AVE,Grindall Creek Park,Detached,2,1,5,900,"$94,950 ","$91,000 ",8,8/3/2018,23234,CVR
1728155,787-69-19-10-800-000,Single Family,CLOSD,52,5009 Douglas AVE,None,Detached,4,1,6,"1,152","$94,950 ","$94,950 ",211,4/13/2018,23234,CVR
1624802,787-68-87-85-400-000,Single Family,CLOSD,52,3025 Cogbill RD,Ranch Acres,Detached,3,1.1,7,"1,350","$95,000 ","$92,000 ",27,9/30/2016,23234,CVR
1617676,791-66-73-14-700-000,Single Family,CLOSD,52,3021 Woodworth RD,Quail Oaks,Detached,3,2,6,"1,465","$95,000 ","$110,500 ",131,11/18/2016,23237,CVR
1328052,792-667-16-09-00000,Single Family,CLOSD,52,2937 Gaffney RD,Quail Oaks,Detached,3,1,5,"1,040","$95,000 ","$93,000 ",89,2/24/2014,23237,CVR
1215325,792-662-47-48-00000,Single Family,CLOSD,52,10900 Drayton RD,Chipchase At Mineola,Detached,3,2.1,7,"1,762","$95,000 ","$97,010 ",13,7/31/2012,23831,CVR
1130981,796-666-52-12-00000,Single Family,CLOSD,52,2221 Wonderview DR,None,Detached,2,1,5,"1,080","$95,000 ","$85,000 ",44,2/22/2012,23237,CVR
1117791,792-680-94-24-00000,Single Family,CLOSD,52,2506 Elliham AVE,Patterson Park,Detached,3,1,5,"1,093","$95,000 ","$83,500 ",457,1/18/2013,23237,CVR
1709873,789-68-60-91-600-000,Single Family,CLOSD,52,6024 Gainford RD,Falling Creek Hills,Detached,3,1.1,6,"1,378","$96,000 ","$80,000 ",64,7/27/2017,23234,CVR
1632633,790-66-63-08-900-000,Single Family,CLOSD,52,9615 Ransom Hills PL,Proctors Point,Detached,3,2,6,"1,352","$96,000 ","$117,500 ",92,3/23/2017,23237,CVR
1600265,788-691-66-23-00000,Single Family,CLOSD,52,5007 Caldwell AVE,Chase J H,Detached,3,1,7,"1,276","$96,000 ","$76,596 ",11,2/10/2016,23234,CVR
1502138,790-674-41-13-00000,Single Family,CLOSD,52,3012 Kingsland RD,None,Detached,5,2.1,8,"2,392","$96,000 ","$97,500 ",17,2/26/2015,23237,CVR
1432527,789-660-28-27-00000,Single Family,CLOSD,52,3910 Paces Ferry RD,Ascot Pointe,Detached,4,2.1,7,"1,922","$96,500 ","$120,550 ",11,12/23/2014,23831,CVR
1507487,787-683-75-30-00000,Single Family,CLOSD,52,6723 Strathmore RD,Sherbourne Heights,Detached,4,1,7,"1,238","$97,000 ","$100,000 ",107,9/30/2015,23237,CVR
1305978,788-685-55-61-00000,Single Family,CLOSD,52,6130 Strathcona ST,Falling Creek Hills,Detached,3,1,7,"1,315","$97,000 ","$110,000 ",9,5/1/2013,23234,CVR
1742961,793-66-53-24-500-000,Single Family,CLOSD,52,10136 Beaumont AVE,Central Park,Detached,3,1,5,864,"$97,500 ","$105,000 ",10,3/2/2018,23237,CVR
1420790,791-668-47-21-00000,Single Family,CLOSD,52,2957 Galena AVE,Quail Oaks,Detached,3,2,7,"1,364","$97,900 ","$88,500 ",10,8/14/2014,23237,CVR
1303520,792-661-21-87-00000,Single Family,CLOSD,52,11012 Drayton RD,Chipchase At Mineola,Detached,3,2,7,"1,611","$98,000 ","$122,000 ",14,4/5/2013,23831,CVR
1920433,793-66-68-59-800-000,Single Family,CLOSD,52,2724 General BLVD,Central Park,Detached,3,1,7,"1,312","$99,000 ","$108,100 ",59,9/4/2019,23237,CVR
1704100,798-66-19-20-200-000,Single Family,CLOSD,52,2211 Arcadia CT,Normandale Terrace,Detached,3,1,6,"1,008","$99,000 ","$99,000 ",6,4/27/2017,23831,CVR
1528095,787-688-95-66-00000,Single Family,CLOSD,52,3009 Cogbill RD,Ranch Acres,Detached,3,2,6,"1,400","$99,000 ","$92,000 ",54,12/15/2015,23234,CVR
1222489,7.88866E+14,Single Family,CLOSD,52,6131 Strathcona ST,Falling Creek Hills,Detached,3,1,5,"1,050","$99,000 ","$99,000 ",80,2/25/2013,23234,CVR
1223176,792-666-35-33-00000,Single Family,CLOSD,52,9907 Proctors RD,Quail Oaks,Detached,3,1,5,"1,040","$99,800 ","$99,800 ",215,6/3/2013,23237,CVR
1318361,791-667-94-99-00000,Single Family,CLOSD,52,2918 Woodworth RD,Quail Oaks,Detached,3,1,7,"1,352","$99,850 ","$100,850 ",45,9/30/2013,23237,CVR
1618043,788-68-29-79-700-000,Single Family,CLOSD,52,6731 Wentworth ST,Bensley,Detached,4,1,8,"1,450","$99,900 ","$99,900 ",127,11/25/2016,23237,CVR
1523005,791-666-99-25-00000,Single Family,CLOSD,52,3013 Kenova DR,Quail Oaks,Detached,3,1.1,6,"1,040","$99,900 ","$97,125 ",6,9/29/2015,23237,CVR
1516599,798-660-52-75-00000,Single Family,CLOSD,52,2312 Buena Vista BLVD,Normandale Terrace,Detached,3,1.1,7,"1,248","$99,900 ","$95,000 ",249,2/26/2016,23831,CVR
1329444,787-672-26-50-00000,Single Family,CLOSD,52,3518 Springshire DR,Kingsland Acres,Detached,3,1,5,"1,032","$99,950 ","$95,000 ",134,5/16/2014,23237,CVR
1207626,786-693-35-22-00000,Single Family,CLOSD,52,4612 Willesden RD,Falling Creek Court,Detached,3,1,5,"1,116","$99,950 ","$92,500 ",118,10/10/2012,23234,CVR
